Step,AgentID,Total Infected
12,21,0
12,22,0
12,23,2
12,24,1
12,25,1
12,26,2
12,27,1
12,28,2
12,29,0
12,30,0
12,31,0
12,32,0
12,33,0
12,34,1
12,35,1
12,36,3
12,37,0
12,38,2
12,39,4
12,40,0
12,41,0
12,42,2
12,43,1
12,44,2
12,45,1
12,46,0
12,47,7
12,48,1
12,49,1
13,0,0
13,1,1
13,2,2
13,3,0
13,4,3
13,5,0
13,6,0
13,7,1
13,8,0
13,9,0
13,10,2
13,11,0
13,12,2
13,13,5
13,14,0
13,15,3
13,16,1
13,17,1
13,18,1
13,19,0
13,20,2
13,21,0
13,22,0
13,23,2
13,24,1
13,25,1
13,26,2
13,27,1
13,28,2
13,29,0
13,30,0
13,31,0
13,32,0
13,33,0
13,34,1
13,35,1
13,36,4
13,37,0
13,38,2
13,39,4
13,40,0
13,41,0
13,42,2
13,43,1
13,44,2
13,45,1
13,46,1
13,47,7
13,48,1
13,49,1
14,0,0
14,1,1
14,2,2
14,3,0
14,4,3
14,5,0
14,6,0
14,7,1
14,8,0
14,9,0
14,10,2
14,11,0
14,12,2
14,13,5
14,14,0
14,15,3
14,16,2
14,17,1
14,18,1
14,19,0
14,20,2
14,21,0
14,22,0
14,23,2
14,24,1
14,25,1
14,26,2
14,27,1
14,28,2
14,29,0
14,30,0
14,31,0
14,32,0
14,33,0
14,34,1
14,35,1
14,36,4
14,37,0
14,38,2
14,39,4
14,40,0
14,41,0
14,42,2
14,43,1
14,44,2
14,45,1
14,46,1
14,47,7
14,48,1
14,49,1
15,0,0
15,1,1
15,2,2
15,3,0
15,4,3
15,5,0
15,6,0
15,7,1
15,8,0
15,9,0
15,10,2
15,11,0
15,12,2
15,13,5
15,14,0
15,15,3
15,16,2
15,17,1
15,18,1
15,19,0
15,20,2
15,21,0
15,22,0
15,23,2
15,24,1
15,25,1
15,26,2
15,27,1
15,28,2
15,29,0
15,30,0
15,31,0
15,32,0
15,33,0
15,34,1
15,35,1
15,36,4
15,37,0
15,38,2
15,39,4
15,40,0
15,41,0
15,42,2
15,43,1
15,44,2
15,45,1
15,46,1
15,47,7
15,48,1
15,49,1
16,0,0
16,1,1
16,2,2
16,3,0
16,4,3
16,5,0
16,6,0
16,7,1
16,8,0
16,9,0
16,10,2
16,11,0
16,12,2
16,13,5
16,14,0
16,15,3
16,16,2
16,17,1
16,18,1
16,19,0
16,20,2
16,21,0
16,22,0
16,23,2
16,24,1
16,25,1
16,26,2
16,27,1
16,28,2
16,29,0
16,30,0
16,31,0
16,32,0
16,33,0
16,34,1
16,35,1
16,36,4
16,37,0
16,38,2
16,39,4
16,40,0
16,41,0
16,42,2
16,43,1
16,44,2
16,45,1
16,46,1
16,47,7
16,48,1
16,49,1
17,0,0
17,1,1
17,2,2
17,3,0
17,4,3
17,5,0
17,6,0
17,7,1
17,8,0
17,9,0
17,10,2
17,11,0
17,12,2
17,13,5
17,14,0
17,15,3
17,16,2
17,17,1
17,18,1
17,19,0
17,20,2
17,21,0
17,22,0
17,23,2
17,24,1
17,25,1
17,26,2
17,27,1
17,28,2
17,29,0
17,30,0
17,31,0
17,32,0
17,33,0
17,34,1
17,35,1
17,36,4
17,37,0
17,38,2
17,39,4
17,40,0
17,41,0
17,42,2
17,43,1
17,44,2
17,45,1
17,46,1
17,47,7
17,48,1
17,49,1
18,0,0
18,1,1
18,2,2
18,3,0
18,4,3
18,5,0
18,6,0
18,7,1
18,8,0
18,9,0
18,10,2
18,11,0
18,12,2
18,13,5
18,14,0
18,15,3
18,16,2
18,17,1
18,18,1
18,19,0
18,20,2
18,21,0
18,22,0
18,23,2
18,24,1
18,25,1
18,26,2
18,27,1
18,28,2
18,29,0
18,30,0
18,31,0
18,32,0
18,33,0
18,34,1
18,35,1
18,36,4
18,37,0
18,38,2
18,39,4
18,40,0
18,41,0
18,42,2
18,43,1
18,44,2
18,45,1
18,46,1
18,47,7
18,48,1
18,49,1
19,0,0
19,1,1
19,2,2
19,3,0
19,4,3
19,5,0
19,6,0
19,7,1
19,8,0
19,9,0
19,10,2
19,11,0
19,12,2
19,13,5
19,14,0
19,15,3
19,16,2
19,17,1
19,18,1
19,19,0
19,20,2
19,21,0
19,22,0
19,23,2
19,24,1
19,25,1
19,26,2
19,27,1
19,28,2
19,29,0
19,30,0
19,31,0
19,32,0
19,33,0
19,34,1
19,35,1
19,36,4
19,37,0
19,38,2
19,39,4
19,40,0
19,41,0
19,42,2
19,43,1
19,44,2
19,45,1
19,46,1
19,47,7
19,48,1
19,49,1
20,0,0
20,1,1
20,2,2
20,3,0
20,4,3
20,5,0
20,6,0
20,7,1
20,8,0
20,9,0
20,10,2
20,11,0
20,12,2
20,13,5
20,14,0
20,15,3
20,16,2
20,17,1
20,18,1
20,19,0
20,20,2
20,21,0
20,22,0
20,23,2
20,24,1
20,25,1
20,26,2
20,27,1
20,28,2
20,29,0
20,30,0
20,31,0
20,32,0
20,33,0
20,34,1
20,35,1
20,36,4
20,37,0
20,38,2
20,39,4
20,40,0
20,41,0
20,42,2
20,43,1
20,44,2
20,45,1
20,46,1
20,47,7
20,48,1
20,49,1
21,0,0
21,1,1
21,2,2
21,3,0
21,4,3
21,5,0
21,6,0
21,7,1
21,8,0
21,9,0
21,10,2
21,11,0
21,12,2
21,13,5
21,14,0
21,15,3
21,16,2
21,17,1
21,18,1
21,19,0
21,20,2
21,21,0
21,22,0
21,23,2
21,24,1
21,25,1
21,26,2
21,27,1
21,28,2
21,29,0
21,30,0
21,31,0
21,32,0
21,33,0
21,34,1
21,35,1
21,36,4
21,37,0
21,38,2
21,39,4
21,40,0
21,41,0
21,42,2
21,43,1
21,44,2
21,45,1
21,46,1
21,47,7
21,48,1
21,49,1
22,0,0
22,1,1
22,2,2
22,3,0
22,4,3
22,5,0
22,6,0
22,7,1
22,8,0
22,9,0
22,10,2
22,11,0
22,12,2
22,13,5
22,14,0
22,15,3
22,16,2
22,17,1
22,18,1
22,19,0
22,20,2
22,21,0
22,22,0
22,23,2
22,24,1
22,25,1
22,26,2
22,27,1
22,28,2
22,29,0
22,30,0
22,31,0
22,32,0
22,33,0
22,34,1
22,35,1
22,36,4
22,37,0
22,38,2
22,39,4
22,40,0
22,41,0
22,42,2
22,43,1
22,44,2
22,45,1
22,46,1
22,47,7
22,48,1
22,49,1
23,0,0
23,1,1
23,2,2
23,3,0
23,4,3
23,5,0
23,6,0
23,7,1
23,8,0
23,9,0
23,10,2
23,11,0
23,12,2
23,13,5
23,14,0
23,15,3
23,16,2
23,17,1
23,18,1
23,19,0
23,20,2
23,21,0
23,22,0
23,23,2
23,24,1
23,25,1
23,26,2
23,27,1
23,28,2
23,29,0
23,30,0
23,31,0
23,32,0
23,33,0
23,34,1
23,35,1
23,36,4
23,37,0
23,38,2
23,39,4
23,40,0
23,41,0
23,42,2
23,43,1
23,44,2
23,45,1
23,46,1
23,47,7
23,48,1
23,49,1
24,0,0
24,1,1
24,2,2
24,3,0
24,4,3
24,5,0
24,6,0
24,7,1
24,8,0
24,9,0
24,10,2
24,11,0
24,12,2
24,13,5
24,14,0
24,15,3
24,16,2
24,17,1
24,18,1
24,19,0
24,20,2
24,21,0
24,22,0
24,23,2
24,24,1
24,25,1
24,26,2
24,27,1
24,28,2
24,29,0
24,30,0
24,31,0
24,32,0
24,33,0
24,34,1
24,35,1
24,36,4
24,37,0
24,38,2
24,39,4
24,40,0
24,41,0
24,42,2
24,43,1
24,44,2
24,45,1
24,46,1
24,47,7
24,48,1
24,49,1
25,0,0
25,1,1
25,2,2
25,3,0
25,4,3
25,5,0
25,6,0
25,7,1
25,8,0
25,9,0
25,10,2
25,11,0
25,12,2
25,13,5
25,14,0
25,15,3
25,16,2
25,17,1
25,18,1
25,19,0
25,20,2
25,21,0
25,22,0
25,23,2
25,24,1
25,25,1
25,26,2
25,27,1
25,28,2
25,29,0
25,30,0
25,31,0
25,32,0
25,33,0
25,34,1
25,35,1
25,36,4
25,37,0
25,38,2
25,39,4
25,40,0
25,41,0
25,42,2
25,43,1
25,44,2
25,45,1
25,46,1
25,47,7
25,48,1
25,49,1
26,0,0
26,1,1
26,2,2
26,3,0
26,4,3
26,5,0
26,6,0
26,7,1
26,8,0
26,9,0
26,10,2
26,11,0
26,12,2
26,13,5
26,14,0
26,15,3
26,16,2
26,17,1
26,18,1
26,19,0
26,20,2
26,21,0
26,22,0
26,23,2
26,24,1
26,25,1
26,26,2
26,27,1
26,28,2
26,29,0
26,30,0
26,31,0
26,32,0
26,33,0
26,34,1
26,35,1
26,36,4
26,37,0
26,38,2
26,39,4
26,40,0
26,41,0
26,42,2
26,43,1
26,44,2
26,45,1
26,46,1
26,47,7
26,48,1
26,49,1
